Country,Country Code,Indicator,Indicator Code,Year,Value
Marshall Islands,MHL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,35.48928859
Marshall Islands,MHL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,9.716370114
Mauritania,MRT,"Population, total",SP.POP.TOTL,2010,3390965
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.620229521
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,1659.963697
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2010,5628878798
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,65.661
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,6.283540874
Mauritania,MRT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,3.174769335
Mauritania,MRT,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,18.71551578
Mauritius,MUS,"Population, total",SP.POP.TOTL,2010,1250400
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.396726572
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,8113.176707
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2010,10144716155
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,72.96731707
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,2.932363014
Mauritius,MUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,14.1951452
Mauritius,MUS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,9.290545206
Mexico,MEX,"Population, total",SP.POP.TOTL,2010,113623895
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.971334583
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,9728.800783
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2010,1.10542E+12
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,73.718
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,4.156727227
Mexico,MEX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,23.08007791
Mexico,MEX,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,17.11081897
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2010,107540
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,1.709401709
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2715.268737
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2010,292000000
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,64.892
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.313709631
"Micronesia, Fed. Sts.",FSM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
"Micronesia, Fed. Sts.",FSM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,2010,624828664
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.736135367
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,4874.743746
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP (current US$),NY.GDP.MKTP.CD,2010,3.04588E+12
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,69.2105447
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.749157276
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,10.9354087
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,0.660351781
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,2010,577396038
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.832861061
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2821.508666
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP (current US$),NY.GDP.MKTP.CD,2010,1.62913E+12
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,68.49125051
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.950078759
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,14.19278371
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,4.880827327
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,2010,573609877
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.82653121
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2823.254079
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP (current US$),NY.GDP.MKTP.CD,2010,1.61945E+12
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,68.45949675
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.966779089
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,14.26048294
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,5.025825205
Middle income,MIC,"Population, total",SP.POP.TOTL,2010,5158880800
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.122989958
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,3664.921623
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2010,1.89069E+13
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,69.71527249
Middle income,MIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,4.112111393
Middle income,MIC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Middle income,MIC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
Moldova,MDA,"Population, total",SP.POP.TOTL,2010,2862354
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,7.100000107
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2436.799351
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2010,6974982370
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,69.876
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,7.483850864
Moldova,MDA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,13.72719759
Moldova,MDA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,14.25685631
Monaco,MCO,"Population, total",SP.POP.TOTL,2010,33163
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.065219627
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,161853.9227
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2010,5367561640
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,84.644
Monaco,MCO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,
Monaco,MCO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Monaco,MCO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
Mongolia,MNG,"Population, total",SP.POP.TOTL,2010,2738622
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.365161679
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2625.218814
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2010,7189481999
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,68.50560976
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,10.04620659
Mongolia,MNG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Mongolia,MNG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
Montenegro,MNE,"Population, total",SP.POP.TOTL,2010,619428
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.775597825
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,6678.639396
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2010,4136936244
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.9902439
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,0.65494657
Montenegro,MNE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,5.542921628
Montenegro,MNE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,-3.599991411
Morocco,MAR,"Population, total",SP.POP.TOTL,2010,32467016
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,3.499557094
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,3067.985352
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2010,1.00865E+11
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,70.821
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,0.993557401
Morocco,MAR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,17.85123023
Morocco,MAR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,7.828034318
Mozambique,MOZ,"Population, total",SP.POP.TOTL,2010,22999235
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.679729357
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,496.1858394
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2010,11411894724
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,55.04
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,12.42554217
Mozambique,MOZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,1.371148307
Mozambique,MOZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,1.491292899
Myanmar,MMR,"Population, total",SP.POP.TOTL,2010,49024382
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,9.634439452
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,1010.534173
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2010,49540813342
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,63.479
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,7.718381959
Myanmar,MMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Myanmar,MMR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
Namibia,NAM,"Population, total",SP.POP.TOTL,2010,2109811
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.03924948
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,5418.216334
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2010,11431412421
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,56.093
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,4.874919876
Namibia,NAM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,2.766020241
Namibia,NAM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,-10.24589902
Naoero,NRU,"Population, total",SP.POP.TOTL,2010,10043
Naoero,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,0
Naoero,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,4735.920005
Naoero,NRU,GDP (current US$),NY.GDP.MKTP.CD,2010,47562844.61
Naoero,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,60.074
Naoero,NRU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,
Naoero,NRU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Naoero,NRU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
Nepal,NPL,"Population, total",SP.POP.TOTL,2010,27341952
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.816414647
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,585.278492
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2010,16002656434
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,66.772
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,9.326504107
Nepal,NPL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,-10.43884295
Nepal,NPL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,28.25779735
Netherlands,NLD,"Population, total",SP.POP.TOTL,2010,16615394
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,1.319352879
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,51305.73385
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2010,8.52465E+11
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.70243902
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,1.275305696
Netherlands,NLD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,9.678903284
Netherlands,NLD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,8.443583194
New Caledonia,NCL,"Population, total",SP.POP.TOTL,2010,261582
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,35798.90848
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2010,9364350077
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.992
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,
New Caledonia,NCL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
New Caledonia,NCL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
New Zealand,NZL,"Population, total",SP.POP.TOTL,2010,4350700
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,1.471825043
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,33761.90096
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2010,1.46888E+11
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.90487805
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,2.30202386
New Zealand,NZL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,2.820962116
New Zealand,NZL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,11.49454439
Nicaragua,NIC,"Population, total",SP.POP.TOTL,2010,5737450
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,4.410099117
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,1526.56707
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2010,8758602233
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,71.761
Nicaragua,NIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,5.455134259
Nicaragua,NIC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,16.31514166
Nicaragua,NIC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,12.06599092
Niger,NER,"Population, total",SP.POP.TOTL,2010,16548835
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.578166743
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,474.4256923
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2010,7851192502
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,57.08
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,0.804073081
Niger,NER,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,19.7297198
Niger,NER,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,11.50339096
Nigeria,NGA,"Population, total",SP.POP.TOTL,2010,166642886
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,8.005655916
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2202.25673
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2010,3.6699E+11
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,51.315
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,13.74005214
Nigeria,NGA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Nigeria,NGA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
North America,NAC,"Population, total",SP.POP.TOTL,2010,343447854
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.723959199
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,48545.81132
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2010,1.6673E+13
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,78.8169547
North America,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,1.708457492
North America,NAC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,11.54184079
North America,NAC,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,13.10356889
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2010,1946298
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,3.358750858
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,4833.365868
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2010,9407170321
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,74.99756098
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,1.50997522
North Macedonia,MKD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,23.6801622
North Macedonia,MKD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,10.36661484
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2010,54091
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,1.395939086
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,14771.40375
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2010,799000000
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,77.8
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,
Northern Mariana Islands,MNP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,2.528089888
Northern Mariana Islands,MNP,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,4.474272931
Norway,NOR,"Population, total",SP.POP.TOTL,2010,4889252
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,1.00493269
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,90020.34226
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2010,4.40132E+11
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.99756098
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,2.418906395
Norway,NOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,0.460128124
Norway,NOR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,8.076822097
Not classified,INX,"Population, total",SP.POP.TOTL,2010,
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,2010,
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,
Not classified,INX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,
Not classified,INX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Not classified,INX,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
OECD members,OED,"Population, total",SP.POP.TOTL,2010,1292701737
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.97338504
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,35218.2377
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2010,4.55267E+13
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.04730085
OECD members,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,1.807352306
OECD members,OED,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,11.41196556
OECD members,OED,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,11.29003858
Oman,OMN,"Population, total",SP.POP.TOTL,2010,2757446
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.471998566
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,23570.17981
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2010,64993498049
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,77.184
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.256579591
Oman,OMN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,14.64855835
Oman,OMN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,22.96736672
Other small states,OSS,"Population, total",SP.POP.TOTL,2010,11112466
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,2.477095729
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,10149.56337
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2010,1.12787E+11
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,69.56652484
Other small states,OSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,2.97204512
Other small states,OSS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,12.21307562
Other small states,OSS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,10.61993076
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2010,2289399
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,3.615514698
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,2899.885731
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2010,6638995494
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,67.90591719
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,2.102442434
Pacific island small states,PSS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,
Pacific island small states,PSS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,
Pakistan,PAK,"Population, total",SP.POP.TOTL,2010,199239047
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,1.501717522
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,987.3045711
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2010,1.9671E+11
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,64.378
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,12.93887056
Pakistan,PAK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,7.854078982
Pakistan,PAK,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,-2.272140915
Palau,PLW,"Population, total",SP.POP.TOTL,2010,18396
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,-3.02648272
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,10018.06524
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2010,184292328.1
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,68.347
Palau,PLW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,1.442190174
Palau,PLW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,5.809430655
Palau,PLW,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2010,0.162862049
Panama,PAN,"Population, total",SP.POP.TOTL,2010,3628535
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,6.073393531
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,8331.464214
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2010,30231009500
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,76.417
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2010,3.491288726
Panama,PAN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2010,5.77403832
